customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total;Cuentas_Diarias;;
0233-FTHAV;No;Female;0.0;No;No;60.0;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);79,2;4765;2.64;;
0234-TEVTT;No;Female;0.0;Yes;Yes;48.0;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;No;Credit card (automatic);45;2196,3;1.5;;
0235-KGSLC;Yes;Female;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);85,55;85,55;28.516.666.666.666.600;;
0236-HFWSV;Yes;Male;0.0;No;No;15.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,35;1444,65;31.116.666.666.666.600;;
0237-YFUTL;No;Female;0.0;Yes;No;50.0;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);109,65;5405,8;36.550.000.000.000.000;;
0238-WHBIQ;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);89,7;6339,3;2.99;;
0239-OXEXL;No;Female;0.0;No;No;46.0;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;84,25;3847,6;2.808.333.333.333.330;;
0244-LGNFY;No;Female;0.0;Yes;Yes;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92,65;6733;30.883.333.333.333.300;;
0247-SLUJI;No;Male;0.0;Yes;Yes;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,7;19,7;0.6566666666666666;;
0248-IPDFW;No;Female;0.0;No;No;1.0;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,1;50,1;16.700.000.000.000.000;;
0248-PGHBZ;No;Female;1.0;No;No;67.0;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);92,45;6140,85;30.816.666.666.666.600;;
0253-ZTEOB;No;Female;0.0;Yes;Yes;48.0;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;79,65;3870,3;26.550.000.000.000.000;;
0254-FNMCI;No;Female;0.0;No;No;72.0;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;109,9;7624,2;36.633.333.333.333.300;;
0254-KCJGT;No;Male;0.0;Yes;No;52.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);81,4;4354,45;27.133.333.333.333.300;;
0254-WWRKD;No;Female;0.0;Yes;Yes;67.0;Yes;No;DSL;No;Yes;No;No;No;No;One year;No;Credit card (automatic);50,55;3431,75;16.849.999.999.999.900;;
0256-LTHVJ;Yes;Female;0.0;Yes;Yes;28.0;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;81,05;2227,1;27.016.666.666.666.600;;
0257-KXZGU;No;Female;0.0;Yes;Yes;32.0;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);62,45;2045,55;20.816.666.666.666.600;;
0257-ZESQC;Yes;Female;1.0;Yes;No;27.0;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,2;1929,35;2.506.666.666.666.660;;
0258-NOKBL;No;Male;0.0;No;No;3.0;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;90,4;268,45;30.133.333.333.333.300;;
0259-GBZSH;Yes;Male;0.0;No;No;2.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,65;181,5;2.855;;
0260-ZDLGK;Yes;Female;0.0;No;Yes;9.0;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;72,9;651,4;2.43;;
0263-FJTQO;No;Male;0.0;Yes;Yes;50.0;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);70,5;3486,65;2.35;;
0264-CNITK;No;Female;0.0;Yes;Yes;71.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,1;1389,6;0.67;;
0265-EDXBD;Yes;Male;1.0;Yes;No;32.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,9;2303,35;2.496.666.666.666.660;;
0265-PSUAE;No;Female;0.0;Yes;Yes;16.0;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);100,7;1522,7;3.356.666.666.666.660;;
0266-CLZKZ;No;Female;0.0;Yes;Yes;67.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,65;6717,9;3.521.666.666.666.660;;
0266-GMEAO;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,3;8058,55;3.81;;
0268-QKIWO;Yes;Female;0.0;No;No;3.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,75;58,85;0.6583333333333333;;
0269-XFESX;No;Male;0.0;Yes;Yes;23.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24,35;538,5;0.8116666666666668;;
0270-THENM;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);69,85;5102,35;2.328.333.333.333.330;;
0274-JKUJR;No;Male;0.0;Yes;Yes;7.0;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;58,85;465,7;19.616.666.666.666.600;;
0277-BKSQP;No;Male;0.0;Yes;Yes;8.0;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;54,4;475,1;18.133.333.333.333.300;;
0277-ORXQS;No;Male;0.0;Yes;Yes;66.0;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);50,55;3364,55;16.849.999.999.999.900;;
0278-YXOOG;Yes;Male;0.0;No;No;5.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,05;113,85;0.7016666666666667;;
0280-XJGEX;Yes;Male;0.0;No;No;49.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,7;5036,3;34.566.666.666.666.600;;
0281-CNTZX;No;Male;0.0;Yes;No;63.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,95;1234,8;0.6649999999999999;;
0282-NVSJS;No;Female;1.0;Yes;Yes;12.0;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;29,3;355,9;0.9766666666666667;;
0285-INHLN;No;Male;0.0;Yes;Yes;27.0;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);54,75;1510,3;1.825;;
0289-IVARM;No;Female;0.0;No;No;35.0;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;60,55;1982,6;2.018.333.333.333.330;;
0292-WEGCH;No;Female;0.0;Yes;Yes;54.0;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;86,2;4524,05;28.733.333.333.333.300;;
0295-PPHDO;Yes;Male;0.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,45;95,45;31.816.666.666.666.600;;
0295-QVKPB;No;Male;0.0;No;No;5.0;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);63,95;318,1;2.131.666.666.666.660;;
0297-RBCSG;No;Male;0.0;No;No;19.0;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);65,35;1231,85;21.783.333.333.333.300;;
0298-XACET;No;Male;0.0;Yes;Yes;52.0;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;50,2;2554;16.733.333.333.333.300;;
0301-FIDRB;No;Female;0.0;Yes;Yes;72.0;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);63,8;4684,3;21.266.666.666.666.600;;
0301-KOBTQ;No;Male;0.0;No;No;32.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,05;614,45;0.6683333333333333;;
0302-JOIVN;Yes;Female;0.0;Yes;No;8.0;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101,15;842,9;3.371.666.666.666.660;;
0303-UNCIP;No;Male;0.0;No;No;41.0;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;65;2531,8;21.666.666.666.666.600;;
0303-WMMRN;No;Male;0.0;No;No;5.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,25;86,05;0.6416666666666667;;
0305-SQECB;No;Female;0.0;No;Yes;11.0;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;36,05;402,6;12.016.666.666.666.600;;
0306-JAELE;Yes;Male;0.0;No;No;5.0;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96,1;453,4;3.203.333.333.333.330;;
0307-BCOPK;No;Female;0.0;No;No;16.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,05;326,65;0.635;;
0308-GIQJT;No;Male;1.0;No;No;71.0;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);105,75;7382,85;3.525;;
0308-IVGOK;No;Female;0.0;No;No;11.0;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);40,4;422,6;13.466.666.666.666.600;;
0310-MVLET;Yes;Female;0.0;Yes;Yes;61.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,15;6010,05;3.305;;
0310-SUCIN;No;Female;0.0;Yes;No;71.0;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);84,8;6046,1;28.266.666.666.666.600;;
0310-VQXAM;No;Male;0.0;No;No;9.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;178,8;0.6616666666666667;;
0311-QYWSS;No;Female;0.0;No;No;6.0;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,45;314,6;16.483.333.333.333.300;;
0311-UNPFF;Yes;Female;0.0;No;No;26.0;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);88,8;2274,35;2.96;;
0314-TKOSI;No;Female;0.0;No;No;6.0;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;55,15;322,9;18.383.333.333.333.300;;
0315-LVCRK;No;Male;0.0;No;No;11.0;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;84,8;888,75;28.266.666.666.666.600;;
0318-QUUOB;Yes;Male;0.0;Yes;No;1.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,55;80,55;2.685;;
0318-ZOPWS;No;Female;0.0;Yes;No;49.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,15;973,35;0.6716666666666666;;
0319-QZTCO;No;Female;0.0;Yes;Yes;3.0;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);58,7;168,6;19.566.666.666.666.600;;
0320-DWVTU;No;Female;0.0;No;No;53.0;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Mailed check;99,5;5424,25;3.316.666.666.666.660;;
0320-JDNQG;Yes;Male;0.0;Yes;Yes;23.0;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99,85;2331,3;3.328.333.333.333.330;;
0322-CHQRU;Yes;Male;0.0;No;No;2.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,35;89,5;15.116.666.666.666.600;;
0322-YINQP;Yes;Male;0.0;No;No;1.0;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,55;48,55;16.183.333.333.333.300;;
0323-XWWTN;No;Male;0.0;No;Yes;3.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;26,4;121,25;0.88;;
0324-BRPCJ;Yes;Female;1.0;Yes;No;68.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,2;6851,65;33.400.000.000.000.000;;
0325-XBFAC;Yes;Male;0.0;No;No;8.0;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,7;740,3;31.566.666.666.666.600;;
0326-VDYXE;No;Female;0.0;Yes;No;70.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;97,65;6982,5;32.550.000.000.000.000;;
0327-WFZSY;No;Male;0.0;Yes;Yes;39.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;100;3835,55;33.333.333.333.333.300;;
0328-GRPMV;Yes;Female;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,1;70,1;23.366.666.666.666.600;;
0329-GTIAJ;Yes;Female;0.0;No;No;3.0;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;97,9;315,3;32.633.333.333.333.300;;
0330-BGYZE;No;Male;0.0;Yes;No;60.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);102,5;6157,6;34.166.666.666.666.600;;
0330-IVZHA;Yes;Female;0.0;Yes;No;5.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;69,95;330,15;23.316.666.666.666.600;;
0334-GDDSO;Yes;Male;1.0;No;No;3.0;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,35;233,7;27.116.666.666.666.600;;
0334-ZFJSR;No;Female;0.0;Yes;No;55.0;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);66,05;3462,1;22.016.666.666.666.600;;
0336-KXKFK;No;Male;0.0;No;No;72.0;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);61,2;4390,25;2.04;;
0336-PIKEI;No;Male;1.0;Yes;No;72.0;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);74,4;5360,75;2.48;;
0337-CNPZE;Yes;Female;0.0;No;No;41.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,3;4443,45;35.433.333.333.333.300;;
0343-QLUZP;No;Male;0.0;No;No;60.0;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);39,6;2424,5;1.32;;
0345-HKJVM;Yes;Female;0.0;No;No;6.0;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89,3;577,6;29.766.666.666.666.600;;
0345-XMMUG;No;Female;0.0;Yes;No;46.0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,9;4854,3;36.300.000.000.000.000;;
0347-UBKUZ;No;Female;0.0;No;No;15.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,9;320,45;0.6633333333333333;;
0348-SDKOL;Yes;Female;0.0;Yes;No;58.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);102,1;5885,4;34.033.333.333.333.300;;
0354-VXMJC;No;Male;0.0;Yes;Yes;23.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,6;426,65;0.6533333333333334;;
0354-WYROK;Yes;Female;1.0;Yes;Yes;31.0;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;98,9;2911,3;3.296.666.666.666.660;;
0356-ERHVT;No;Male;0.0;Yes;No;11.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);45,9;521,9;1.53;;
0356-OBMAC;No;Female;1.0;No;No;56.0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);99,9;5706,3;3.33;;
0357-NVCRI;No;Female;0.0;No;Yes;25.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,05;471,7;0.6683333333333333;;
0361-HJRDX;No;Female;0.0;No;No;68.0;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);64,35;4539,6;2.145;;
0362-RAOQO;No;Female;0.0;No;No;40.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,65;830,25;0.6549999999999999;;
0362-ZBZWJ;Yes;Male;0.0;No;No;36.0;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,9;3067,2;2.83;;
0363-QJVFX;Yes;Male;0.0;No;No;32.0;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108,15;3432,9;3.605;;
0363-SVHYR;No;Male;0.0;Yes;Yes;71.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86,85;6263,8;2.895;;
0365-BZUWY;No;Male;0.0;Yes;No;17.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,55;1742,5;34.183.333.333.333.300;;
0365-GXEZS;No;Male;0.0;Yes;No;18.0;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;78,2;1468,75;2.606.666.666.666.660;;
0365-TRTPY;No;Female;0.0;No;No;37.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);91,2;3382,3;3.04;;
0366-NQSHS;No;Male;0.0;No;No;2.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,35;46,35;0.645;;
0369-ZGOVK;No;Female;0.0;Yes;Yes;28.0;Yes;No;Fiber optic;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);70,4;1992,2;23.466.666.666.666.600;;
0373-AIVNJ;No;Male;0.0;No;No;9.0;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;39,55;373;13.183.333.333.333.300;;
0374-AACSZ;No;Female;0.0;No;No;1.0;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50,15;50,15;16.716.666.666.666.600;;
0374-FIUCA;No;Male;0.0;Yes;No;65.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20,4;1414,45;0.6799999999999999;;
0374-IOEGQ;No;Female;0.0;No;No;3.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,6;122,7;14.866.666.666.666.600;;
0375-HVGXO;Yes;Female;0.0;No;No;1.0;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;34,7;34,7;11.566.666.666.666.600;;
0376-OIWME;No;Male;0.0;Yes;No;36.0;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,6;3366,05;31.199.999.999.999.900;;
0376-YMCJC;Yes;Male;0.0;No;No;23.0;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;90,6;1943,2;3.02;;
0377-JBKKT;No;Male;0.0;Yes;Yes;22.0;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;57,95;1271,8;19.316.666.666.666.600;;
0378-CJKPV;No;Female;0.0;Yes;No;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);112,1;7965,95;37.366.666.666.666.600;;
0378-NHQXU;Yes;Female;0.0;Yes;Yes;17.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;88,25;1460,65;2.941.666.666.666.660;;
0378-TOVMS;Yes;Female;0.0;No;No;3.0;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;85,8;272,2;2.86;;
0378-XSZPU;Yes;Male;0.0;Yes;No;58.0;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Credit card (automatic);60,3;3563,8;2.01;;
0379-DJQHR;No;Male;0.0;Yes;Yes;67.0;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);81,35;5398,6;27.116.666.666.666.600;;
0380-NEAVX;No;Male;1.0;No;No;34.0;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;99,85;3343,15;3.328.333.333.333.330;;
0380-ZCSBI;No;Male;0.0;No;No;10.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20;198,7;0.6666666666666666;;
0383-CLDDA;No;Female;0.0;No;No;69.0;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85,35;5897,4;28.449.999.999.999.900;;
0384-LPITE;No;Male;0.0;No;No;40.0;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);62,05;2511,55;20.683.333.333.333.300;;
0384-RVBPI;No;Male;0.0;No;No;20.0;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);64,4;1398,6;2.146.666.666.666.660;;
0386-CWRGM;No;Female;0.0;Yes;Yes;46.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,4;967,85;0.6466666666666666;;
0388-EOPEX;Yes;Female;0.0;Yes;No;2.0;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,4;139,4;2.48;;
0390-DCFDQ;Yes;Female;1.0;Yes;No;1.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,45;70,45;23.483.333.333.333.300;;
0392-BZIUW;No;Female;0.0;Yes;No;72.0;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);105;7589,8;3.5;;
0394-YONDK;No;Male;0.0;Yes;Yes;70.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,15;1790,15;0.8383333333333333;;
0396-HUJBP;No;Female;0.0;No;No;2.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,3;44,4;0.6433333333333333;;
0396-UKGAI;No;Male;0.0;No;Yes;23.0;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);55,3;1284,2;18.433.333.333.333.300;;
0396-YCHWO;No;Male;0.0;Yes;No;36.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,4;3474,2;3.18;;
0397-GZBBC;Yes;Male;1.0;Yes;No;59.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);93,85;5574,75;3.128.333.333.333.330;;
0397-ZXWQF;No;Male;0.0;No;No;67.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,5;1430,95;0.6833333333333333;;
0401-WDBXM;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,55;7542,25;3.518.333.333.333.330;;
0402-CQAJN;Yes;Female;0.0;No;No;37.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);101,9;3545,35;3.396.666.666.666.660;;
0402-OAMEN;No;Female;0.0;Yes;Yes;72.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,45;1709,1;0.815;;
0404-AHASP;No;Male;0.0;Yes;No;72.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,7;1421,9;0.6566666666666666;;
0404-SWRVG;Yes;Male;0.0;No;No;3.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,4;229,55;2.48;;
0406-BPDVR;Yes;Female;1.0;Yes;No;54.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);101,5;5373,1;33.833.333.333.333.300;;
0407-BDJKB;Yes;Male;0.0;Yes;No;60.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;95,75;5742,9;3.191.666.666.666.660;;
